"Country","CC","CF","GDP","RE","CHE","CHE_GDP","CO2","CO2m","IMD","IMH","IMM","F","Sanitation","Water","U","Tobacco","Tobacco_fem","Tobacco_m","PM","Mortality","Deaths","OAP","OAPc","Population","Population_m","Population_f","PM_squared","Sanitation_Squared","U_Squared","RE_Squared","Tobacco_Squared","IMM_Squared","pm_category","pm_ordinal","Region","Mortality_Category","Mortality_Ordinal"
"KYRGYZ REPUBLIC","KGZ",77.8,1374.03113638998,28.31,63.05092621,4.49454117,10017.4,1.55159381679626,95,95,96,3.3,97.7777140188615,89.8588080901834,5.2,27.6,3.3,51.8,24.07288994,18.3,3067,46.181427,29.11781778,6456200,3170125,3286075,579.504030063353,9560.48135875426,27.04,801.4561,761.76,9216,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"LAO PDR","LAO",7.9,2598.50552320723,48.72,67.81835938,2.60029101,19170.9,2.65817514097581,80,80,83,2.571,78.948092429375,85.099831820973,5.4,32.5,10.9,54.1,20.54733513,45.8,7516,41.83228683,28.36996937,7212053,3636206,3575847,422.192980944532,6232.80129823714,29.16,2373.6384,1056.25,6889,"Moderate","Moderate","East Asia and Pacific","High","High"
"LATVIA","LVA",100,17945.2222164981,41.48,1183.1151123,6.62088203,7569.1,3.95496550880907,99,99,99,1.61,92.4131252688765,98.7382545669579,2.5,37.2,23.8,50.6,12.01165835,4,77,35.22696686,416.77559009,1913822,883240,1030582,144.279936317125,8540.18572196106,6.25,1720.5904,1383.84,9801,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"LESOTHO","LSO",39.6,1094.49943775496,39.47,120.54795837,11.40502262,2300.1,1.03342675704115,87,87,90,3.094,48.4279247089124,72.8773752061875,31.2,24.4,5.7,43.1,27.52281327,77.2,4588,14.02660656,16.9087866,2225702,1097956,1127746,757.505250295288,2345.26389161209,973.44,1557.8809,595.36,8100,"High","High","Sub-Saharan Africa","High","High"
"LIBERIA","LBR",0.4,665.878447568436,89.71,52.09077454,8.4314146,1146.2,0.229916460209228,70,70,68,4.257,20.7619736101479,74.1609602963714,39.2,8.4,2.1,14.7,50.59973692,80.6,12791,54.36148071,28.31731741,4985289,2479442,2505847,2560.33337637321,431.059548188478,1536.64,8047.8841,70.56,4624,"Very High","Very High","Sub-Saharan Africa","High","High"
"LITHUANIA","LTU",100,19598.4008704357,33.54,1369.97949219,6.99864721,11735.8,4.20015196105273,92,92,93,1.61,93.7683252267195,98.0014728864191,2.5,32.3,21.8,42.8,10.37350411,3.8,109,32.27022552,442.09547157,2794137,1306199,1487938,107.609587520187,8792.49881582384,6.25,1124.9316,1043.29,8649,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"MADAGASCAR","MDG",1.2,512.279665582666,82.52,19.35046577,3.77732444,3927.7,0.142653575143316,68,68,55,3.978,13.1693371507898,51.1722061354795,47.4,28.4,13.5,43.3,17.8593854,66.1,56281,32.26590347,6.24360273,27533134,13804538,13728596,318.957646865733,173.431440991172,2246.76,6809.5504,806.56,3025,"Moderate","Moderate","Sub-Saharan Africa","High","High"
"MALAWI","MWI",1.8,584.362867276266,72.1,30.01859474,5.13698387,1643.7,0.0871188127927116,95,95,92,4.072,42.8038378125311,69.4648756261317,17.6,11.3,4.3,18.2,22.34665143,45.6,28268,16.86334229,5.06213825,18867337,9168342,9698995,499.372830133921,1832.16853148147,309.76,5198.41,127.69,8464,"Moderate","Moderate","Sub-Saharan Africa","High","High"
"MALAYSIA","MYS",94.9,11132.1034532052,5.59,427.46286011,3.83884454,244882,7.46499971649816,98,97,97,1.834,95.8802336493616,97.0903674239334,2.6,22.8,1.2,44.3,16.59099631,7.9,4058,36.0626564,154.15446906,32804020,16794024,16009996,275.261158558434,9193.01920465617,6.76,31.2481,519.84,9409,"Moderate","Moderate","East Asia and Pacific","Low","Low"
"MALI","MLI",0.900000000000001,840.175746132551,66.91,32.61206436,3.88156676,3937.4,0.191438655613848,77,77,70,6.103,44.7976967244774,79.2797151051117,5.6,8.6,1.1,16.1,60.62414043,103.1,86719,30.97203636,10.10062056,20567424,10387581,10179843,3675.28640287636,2006.83363181825,31.36,4476.9481,73.96,4900,"Very High","Very High","Sub-Saharan Africa","High","High"
"MALTA","MLT",100,31506.5568445964,7.4,2943.63134766,9.23917389,1658.6,3.29046823605033,98,98,96,1.14,99.9644988230789,100,2.5,24.5,21.8,27.1,12.9910498,6.1,27,34.13112259,1004.69440436,504062,259854,244207,168.76737490608,9992.90102494934,6.25,54.76,600.25,9216,"Moderate","Moderate","Middle East and North Africa","Low","Low"
"MAURITANIA","MRT",47.2,1839.96277798478,24.98,60.2051506,3.34527016,3824.8,0.872475306517173,80,80,75,4.521,49.5893944954558,72.5443131435372,9.2,11.1,2.2,19.9,66.8117824,43.2,6261,45.2381897,27.23571836,4383849,2145130,2238719,4463.81426746495,2459.10804642594,84.64,624.0004,123.21,5625,"Very High","Very High","Sub-Saharan Africa","High","High"
"MEXICO","MEX",84.6,10145.1526279593,10.27,552.70422363,5.44627905,451828.8,3.6121651406375,82,56,73,1.916,90.7765580654672,99.1153530172831,6,13.4,6.4,20.4,20.12401203,14.2,28548,42.28219223,233.69546815,125085311,61187228,63898082,404.975860183585,8240.38349421314,36,105.4729,179.56,5329,"Moderate","Moderate","Latin America and Caribbean","Low","Low"
"MONGOLIA","MNG",49.9,4394.94715010112,3.32,182.86535645,4.16080856,23146.9,7.16083565614723,98,98,98,2.937,67.7923396064621,81.4356125956715,4,29.6,7.2,52,38.05757134,16,1206,30.96385384,56.62216557,3232430,1606094,1626335,1448.37873629919,4595.80130931789,16,11.0224,876.16,9604,"High","High","East Asia and Pacific","Low","Low"
"MONTENEGRO","MNE",62,8909.65333601178,38.74,732.34954834,8.32983208,2601.1,4.18164455619361,85,62,33,1.77,97.5022993595498,98.6814038394913,2.5,31.8,31.3,32.3,21.25685256,2.7,20,38.55628967,282.36681476,622028,303303,318725,451.853780757578,9506.69838039926,6.25,1500.7876,1011.24,1089,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"MOROCCO","MAR",98.2,3498.58251953125,10.57,177.24794006,5.36818361,70986.3,1.95530801659126,99,99,99,2.382,86.3282340120945,84.9818507597581,4.4,14.9,0.9,28.8,35.05284088,19.5,13127,46.10972214,81.7285313,36304408,18281786,18022621,1228.7016537586,7452.56398764695,19.36,111.7249,222.01,9801,"High","High","Middle East and North Africa","Low","Low"
"MOZAMBIQUE","MOZ",4.9,508.163403756662,78.34,40.41281128,7.95271826,7530.2,0.248639658557146,88,88,87,4.783,33.350311214661,57.5753680766886,31.8,14.8,5.9,23.7,20.77406654,73.5,80655,9.52183533,3.84804143,30285595,14851787,15433808,431.561840608348,1112.24325811474,1011.24,6137.1556,219.04,7569,"Moderate","Moderate","Sub-Saharan Africa","High","High"
"MYANMAR","MMR",35.2,1295.20148745222,58.89,61.15328217,4.67856407,33995,0.640928810767197,90,90,84,2.2,73.1653187541976,78.9093353384479,2.5,45.1,20.8,69.4,29.43314277,44.8,41910,75.95468903,46.44878506,53040212,26423311,26616900,866.309893319203,5353.16386840334,6.25,3468.0321,2034.01,7056,"High","High","East Asia and Pacific","High","High"
"NAMIBIA","NAM",46.5,5126.17614281673,30.23,431.81781006,8.45436001,4316.3,1.76417165717612,87,87,80,3.404,34.9607746948101,84.8394848926625,18.9,15.5,6.3,24.6,24.19978552,41.9,2908,7.93390608,34.26001747,2446644,1181378,1265266,585.629619214002,1222.25576726127,357.21,913.8529,240.25,6400,"Moderate","Moderate","Sub-Saharan Africa","High","High"
"NEPAL","NPL",32.9,1185.68231813605,77.18,52.83312607,4.44525433,13860.5,0.480724943133609,93,93,92,2.08,72.8801279481259,90.2863663521825,4.8,31.5,13.8,49.1,83.10319363,29.3,17603,57.91304016,30.59727036,28832496,13704208,15128288,6906.14079150527,5311.5130497352,23.04,5956.7524,992.25,8464,"Very High","Very High","South Asia","High","High"
"NIGERIA","NGA",12.8,2334.02354308408,80.81,69.68148041,2.98547053,119544.1,0.588005207479626,56,56,57,5.379,43.27675278374,74.7241263304551,12,3.9,0.5,7.2,70.39625682,116.8,873031,71.49702454,49.82018778,203304492,102680839,100623652,4955.6329742674,1872.87733150495,144,6530.2561,15.21,3249,"Very High","Very High","Sub-Saharan Africa","High","High"
"OMAN","OMN",100,19132.1522739094,0.01,728.25482178,4.39142513,75744.8,16.4563584347506,99,99,99,2.776,99.3200376001363,91.8882639823975,8.8,7.9,0.4,15.4,44.57247023,10.6,959,5.9613471,43.41379755,4602768,2924701,1678067,1986.70510240424,9864.46986889249,77.44,1e-04,62.41,9801,"High","High","Middle East and North Africa","Low","Low"
"PAKISTAN","PAK",47.6,1437.1658337701,45.88,37.22461343,2.84736937,184096.3,0.824459652346009,84,84,81,3.62,65.3899355736604,90.1906503511874,14.1,20.8,7.7,33.9,62.57424987,67.5,422509,56.28123103,20.95047069,223293280,113015042,110278237,3915.5367467932,4275.84367432746,198.81,2104.9744,432.64,6561,"Very High","Very High","South Asia","High","High"
"PANAMA","PAN",100,16472.8317548406,18.91,1318.03759766,8.32831192,13099.9,3.09505043316861,88,88,97,2.375,83.3785517603304,94.182498815948,5.4,5.3,2.3,8.2,13.20059479,14.8,1153,36.57320404,482.04860725,4232532,2118501,2114030,174.255702809775,6951.9828936501,29.16,357.5881,28.09,9409,"Moderate","Moderate","Latin America and Caribbean","Low","Low"
"PAPUA NEW GUINEA","PNG",9.3,2593.77579783693,53.12,60.31322479,2.32528329,7467.5,0.782552890305524,35,35,37,3.322,19.1492872746707,47.0767255901086,21.9,39.9,25.6,54.2,16.2311858,45.5,11306,9.52710056,5.74610165,9542486,4936763,4605722,263.451392474122,366.695203127865,479.61,2821.7344,1592.01,1369,"Moderate","Moderate","East Asia and Pacific","High","High"
"PARAGUAY","PRY",68.5,5807.83881414187,60.09,415.88879395,7.16429377,8101.6,1.24066887329392,86,86,87,2.525,91.7156741252874,99.5911140188522,8.2,12.1,4.7,19.5,12.51891553,19.4,2691,41.96775436,174.53918577,6530026,3280434,3249592,156.723246047275,8411.76488025591,67.24,3610.8081,146.41,7569,"Moderate","Moderate","Latin America and Caribbean","Low","Low"
"PERU","PER",82.4,6955.88176963678,27.14,366.56491089,5.21140051,56972.2,1.73564177469023,88,88,85,2.242,76.7094387871209,93.0032366873463,8.1,8.7,3.2,14.1,30.82669477,14.9,8693,28.13241577,103.12357045,32824861,16268182,16556679,950.285110442745,5884.33799903505,65.61,736.5796,75.69,7225,"High","High","Latin America and Caribbean","Low","Low"
"PHILIPPINES","PHL",46.3,3413.8490672059,26.8,142.23664856,4.16646004,145871.3,1.32152779028498,71,71,75,2.805,81.2510265893959,93.6373567501473,5.5,23.4,6.7,40,18.82613108,27.3,66326,48.78687668,69.39282548,110380804,56011134,54369671,354.423211441342,6601.72932183072,30.25,718.24,547.56,5625,"Moderate","Moderate","East Asia and Pacific","High","High"
"POLAND","POL",100,15700.0135796738,15.62,1014.03820801,6.44682503,294948.3,7.76885578278686,95,91,93,1.44,98.9575335757009,91.8196871808371,2.5,24.7,20.7,28.6,22.6420051,4.4,1728,20.44481277,207.31822029,37965475,18370296,19595179,512.660394948426,9792.59345138597,6.25,243.9844,610.09,8649,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"PORTUGAL","PRT",100,23330.8172889316,28.19,2221.73095703,9.51379871,44564.7,4.33244804259817,99,98,99,1.43,99.6451165848976,99.2195941125794,2.5,25.3,20,30.6,8.254802244,3.4,295,30.6072464,680.01071667,10286263,4855992,5430271,68.1417600875474,9929.14925921783,6.25,794.6761,640.09,9801,"Low","Low","Europe and Central Asia","Low","Low"
"ROMANIA","ROU",100,12957.9991142218,23.54,738.5581665,5.74023104,73942.8,3.81706295716296,88,90,90,1.77,86.5415830093919,99.9999996798846,2.5,28.4,20.2,36.5,15.67108952,7,1458,18.87716675,139.41885578,19371648,9377040,9994608,245.583046743854,7489.44558977147,6.25,554.1316,806.56,8100,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"RUSSIAN FEDERATION","RUS",78.5,11536.2587890625,3.22,653.99993896,5.64849091,1703588.7,11.7971941673637,97,97,98,1.504,88.7074197923604,96.7955268787445,2.5,27.1,12.7,41.5,11.59553193,5.8,9327,36.57374573,239.19226901,144406261,67076532,77329730,134.45636073965,7869.00632621805,6.25,10.3684,734.41,9604,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"RWANDA","RWA",3.2,806.128014394646,81.8,51.0831871,6.33025074,1451.1,0.113057797770289,98,98,96,3.939,71.2065248746041,62.4117359707321,35.2,14.1,7.4,20.8,36.18491574,42.1,16305,12.13210678,6.19746619,12835028,6266092,6568936,1309.3481271109,5070.36918471761,1239.04,6691.24,198.81,9216,"High","High","Sub-Saharan Africa","High","High"
"SAMOA","WSM",35.3,4308.30145287685,34.21,239.13195801,6.01635885,278.7,1.31521200537977,68,68,96,4.047,96.8442592798373,96.4228349677627,4.4,25.9,14.9,36.8,11.01483371,17.5,104,10.72247601,25.64086578,211905,108147,103759,121.326561658952,9378.81055546035,19.36,1170.3241,670.81,9216,"Moderate","Moderate","East Asia and Pacific","Low","Low"
"SAO TOME AND PRINCIPE","STP",3.09999999999999,1991.73826385183,38.62,104.94572449,5.22996283,140.2,0.6533115252168,95,95,95,3.964,45.1201003296246,77.335780426244,13,5.8,1.4,10.1,31.05885758,17.1,108,18.28590775,19.19027791,214599,107123,107476,964.652634174724,2035.82345375539,169,1491.5044,33.64,9025,"High","High","Sub-Saharan Africa","Low","Low"
"SENEGAL","SEN",28.6,1462.6783520711,36.89,65.75260925,4.49531031,12297.8,0.768574983933597,95,96,89,4.517,57.0490341820529,82.6975294805221,7.4,7.1,0.7,13.5,60.21139678,41.8,21968,48.74660873,32.05216489,16000781,7860618,8140163,3625.4123021986,3254.59230110504,54.76,1360.8721,50.41,7921,"Very High","Very High","Sub-Saharan Africa","High","High"
"SERBIA","SRB",78.2,7417.20658487785,21.53,641.03216553,8.66556168,46030.1,6.62757991630233,97,94,87,1.52,97.8970216521443,94.9123598279511,3.7,40.1,39,41.1,25.35417205,5.7,395,37.0638237,237.59102593,6945235,3330387,3614847,642.834040341001,9583.82684836041,13.69,463.5409,1608.01,7569,"High","High","Europe and Central Asia","Low","Low"
"SIERRA LEONE","SLE",0.700000000000001,506.606908156498,75.44,44.81790924,8.84668446,1038.8,0.129094346244259,95,95,93,4.192,20.0997387688789,61.9298092529535,27.9,14.3,6.8,21.7,51.09606544,112.5,28847,55.1825676,24.73167414,8046828,4030454,4016374,2610.80790344876,403.999498577173,778.41,5691.1936,204.49,8649,"Very High","Very High","Sub-Saharan Africa","High","High"
"SLOVAK REPUBLIC","SVK",100,19381.592110485,17.64,1342.0748291,6.94772625,31032.5,5.68970729978492,97,97,96,1.57,97.5318448286994,99.7878178521954,3.7,31.5,25.4,37.6,18.36521464,5.8,333,19.15934563,257.13274936,5454147,2663171,2790976,337.28110877327,9512.4607556895,13.69,311.1696,992.25,9216,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"SOLOMON ISLANDS","SLB",8.9,2398.77296268603,48.36,103.80370331,4.46258593,304.8,0.451560238402472,94,94,81,4.104,34.4924126004925,67.1538021706971,17.8,36.8,19.6,53.9,12.89495904,20,412,3.67973828,3.81970424,674993,345031,329962,166.279968643278,1189.72652700261,316.84,2338.6896,1354.24,6561,"Moderate","Moderate","East Asia and Pacific","Low","Low"
"SOUTH AFRICA","ZAF",87.1,6688.77474649645,8.84,550.48022461,8.24258327,446626,7.68890762322173,85,85,83,2.475,75.3796452913204,93.3882436903298,6.3,20.4,6.7,34,28.67475434,34.3,41542,5.71879625,31.48084423,58087055,28207948,29879107,822.241536459349,5682.09092424528,39.69,78.1456,416.16,6889,"High","High","Sub-Saharan Africa","High","High"
"SPAIN","ESP",100,29581.5185513293,16.68,2712.5090332,9.13947964,241886.5,5.13179880095904,95,95,98,1.23,99.9193565738972,99.9258382744694,2.5,28.1,26.9,29.3,9.728788477,3.2,1165,21.76320267,590.32885063,47134837,23104636,24030201,94.649325230208,9983.87781814161,6.25,278.2224,789.61,9604,"Low","Low","Europe and Central Asia","Low","Low"
"SRI LANKA","LKA",30.2,4082.69404756548,46.13,142.05116272,3.66153812,23427.9,1.07452644131542,99,99,99,2.019,92.487940769035,88.3914085074832,3.7,22.3,2.7,41.9,19.96439581,7.3,2326,51.07418823,72.55148197,21803000,10514808,11288193,398.577100058346,8554.01918769653,13.69,2127.9769,497.29,9801,"Moderate","Moderate","South Asia","Low","Low"
"TANZANIA","TZA",5.59999999999999,1050.93237304688,83.54,39.56215286,3.87440205,14960.8,0.249877326981355,89,89,88,4.864,29.099388976813,56.5658481263889,23.4,9.2,3.5,14.9,24.74048013,50.4,108822,21.91386986,8.66959902,59872579,29563439,30309141,612.091357062925,846.774438823866,547.56,6978.9316,84.64,7744,"Moderate","Moderate","Sub-Saharan Africa","High","High"
"THAILAND","THA",83.1,7628.57608699366,23.95,294.46008301,3.8583262,274466.7,3.84904375698898,97,97,96,1.352,98.4205237102314,99.9648313601704,8,22.5,3,41.9,27.40271356,9,6162,8.51409531,25.07060941,71307763,34723388,36584375,750.908710451408,9686.59948739622,64,573.6025,506.25,9216,"High","High","East Asia and Pacific","Low","Low"
"TIMOR-LESTE","TLS",12.85,1584.26382222333,11.67,79.26290131,5.95605564,617.6,0.482334951008952,90,90,85,3.336,55.1898926962233,82.3841159192672,25,39.8,11.2,68.4,15.65130893,53.9,1757,10.48759174,8.31276888,1280438,653013,627425,244.963471222298,3045.92425582064,625,136.1889,1584.04,7225,"Moderate","Moderate","East Asia and Pacific","High","High"
"TOGO","TGO",9.8,848.304826917637,76.2,49.42482758,5.64253759,2442.3,0.296284380597868,84,84,75,4.385,18.3495107376786,67.8121290467606,20.1,7.1,1.3,12.8,46.21037553,66.6,17619,67.19138336,33.20922436,8243094,4142015,4101080,2135.39880662362,336.704544312182,404.01,5806.44,50.41,5625,"High","High","Sub-Saharan Africa","High","High"
"TUNISIA","TUN",99.8,3477.84427052074,12.19,189.74969482,5.47337294,31045,2.57649522620126,98,98,98,2.148,96.3765731985838,96.1940901831773,2.6,25,2.1,47.8,30.42981942,16.9,3549,42.90058517,81.40372164,12049314,5962724,6086590,925.973909933809,9288.44386150198,6.76,148.5961,625,9604,"High","High","Middle East and North Africa","Low","Low"
"TURKIYE","TUR",95.4,9103.01239697463,14.12,397.40911865,4.35956669,398772.9,4.77677115377788,99,99,97,1.967,98.692989994129,96.8689641597761,2.5,30.9,18.9,42.9,26.03180162,10.1,13529,17.04763412,67.74885442,83481684,41866950,41614734,677.654695583035,9740.30627398124,6.25,199.3744,954.81,9409,"High","High","Europe and Central Asia","Low","Low"
"TURKMENISTAN","TKM",99.9,7180.4595520094,0.06,488.62384033,5.68183947,63231.8,10.2675361537537,99,99,99,2.74,99.00213592626,99.79292325362,3.5,5.8,0.5,11.1,26.19766251,42.8,6133,77.00280762,376.25409254,6158420,3050231,3108189,686.31752098786,9801.42291796166,12.25,0.0036,33.64,9801,"High","High","Europe and Central Asia","High","High"
"UKRAINE","UKR",95.2,3661.45776367188,7.44,246.9130249,7.09389353,174599.9,3.93365253612705,80,76,93,1.228,97.7415991917121,93.5115778266462,2.6,26.2,11.6,40.7,14.53144476,8.5,3234,51.11891937,126.21927278,44386203,20561786,23824417,211.162886812931,9553.4202125533,6.76,55.3536,686.44,8649,"Moderate","Moderate","Europe and Central Asia","Low","Low"
"URUGUAY","URY",100,18098.361548609,59.34,1677.09790039,9.39027691,6806.7,1.98538155745128,94,94,96,1.546,97.7678001669948,99.4872379896577,2.5,22,18.8,25.1,9.533862914,6.8,268,15.46145821,259.30380229,3428409,1659147,1769262,90.8945420629446,9558.54274949343,6.25,3521.2356,484,9216,"Low","Low","Latin America and Caribbean","Low","Low"
"UZBEKISTAN","UZB",83.5,1795.20176845657,1.56,98.5874176,5.43133879,117687.8,3.50466269708326,96,96,98,2.785,95.9392178524971,95.6274361480504,2.5,17.8,1.1,34.5,34.78609557,15.4,12082,57.68497086,56.87011921,33580350,16797144,16783206,1210.07244500517,9204.3335221489,6.25,2.4336,316.84,9604,"High","High","Europe and Central Asia","Low","Low"
"VANUATU","VUT",7.6,3076.58988588361,31.63,101.97441101,3.31453276,166.9,0.548284516629216,90,90,80,3.813,48.3408689974498,90.0654259004521,12.4,18.2,2.7,33.7,12.88296752,24.7,226,8.07740307,8.23688401,304404,153149,151256,165.970852121375,2336.8396154286,153.76,1000.4569,331.24,6400,"Moderate","Moderate","East Asia and Pacific","Low","Low"
"VIET NAM","VNM",93,3491.09127859728,20.65,173.65045166,5.03395176,341716.8,3.56784836932601,89,89,95,1.948,86.6378024979776,95.9890536474813,6.2,25,2.2,47.8,20.3898157,21.1,31702,45.11717224,78.34617034,95776716,47288433,48488283,415.744584279966,7506.10882167857,38.44,426.4225,625,9025,"Moderate","Moderate","East Asia and Pacific","Low","Low"
